catalog_id,local_course_id,subjectarea_id,school_id,Alcohol and Drug Addiction Counseling,prefix,code,section,title,description,prerequisites,corequisites,generaleducation_id,level,instructor,credits,start_date,end_date,books_url,registration_url,active,course_method,seats_available,class_full
8,20FA_COB_ENGL320_OLB,,SUNY Cobleskill,Humanities,ENGL,320,OLB,Nature Writing,"This course is designed to introduce the student to the genre of Nature Writing. Against the backdrop of a variety of readings in the genre, consideration of other art forms, as well as theoretical writings on the relationship of humankind to the environment, students will explore their own relationship with the natural world through writing spontaneous, observational and theoretical pieces as well as developing a project in their artistic medium.",ENGL 101 with a grade of C- and another other literature and writing courses besides ENGL 100,,Humanities,Upper Level Undergraduate,Kathy Johnson,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_HUMS210_OLA,,SUNY Cobleskill,Humanities,HUMS,210,OLA,Cinema and Society,"This course introduces the student to cinema as an art form that both reflects and affects society, starting with an introduction to the various elements of film-making and working through both individual and societal responses to filmic representations. Students are encouraged to go beyond the ""entertainment only"" approach to film and consider how film constructs the self, contributes to or contradicts society's metanarratives, and serves as a powerful force of representation in our culture. Students will be guided in thinking critically about film and expressing their thoughts in well-developed essays. Course fee of $30 is required.",ENGL 101 or ENGL 102,,"Humanities, Arts",Lower Level Undergraduate,Sinikka Grant,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_HUMS210_OLB,,SUNY Cobleskill,Mathematics,HUMS,210,OLB,Cinema and Society,"This course introduces the student to cinema as an art form that both reflects and affects society, starting with an introduction to the various elements of film-making and working through both individual and societal responses to filmic representations. Students are encouraged to go beyond the ""entertainment only"" approach to film and consider how film constructs the self, contributes to or contradicts society's metanarratives, and serves as a powerful force of representation in our culture. Students will be guided in thinking critically about film and expressing their thoughts in well-developed essays. Course fee of $30 is required.",ENGL 101 or ENGL 102,,"Humanities, Arts",Lower Level Undergraduate,Sinikka Grant,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_MATH111_OLA,,SUNY Cobleskill,Mathematics,MATH,111,OLA,College Algebra,"A course in Algebra for college students with a strong emphasis on problem-solving and applications. Topics include: introduction to functions and their graphs; linear and quadratic functions; solution of a variety of types of equations and inequalities using algebraic, numeric and graphical techniques; systems of equations, operations with polynomials; rational, radical, exponential and logarithmic expressions; and exponential functions. Use of a graphing calculator may be an integral part of the course.",MATH 101 C- or higher or by placement,,Mathematics,Lower Level Undergraduate,Carl Perez,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_MATH111_OLB,,SUNY Cobleskill,Mathematics,MATH,111,OLB,College Algebra,"A course in Algebra for college students with a strong emphasis on problem-solving and applications. Topics include: introduction to functions and their graphs; linear and quadratic functions; solution of a variety of types of equations and inequalities using algebraic, numeric and graphical techniques; systems of equations, operations with polynomials; rational, radical, exponential and logarithmic expressions; and exponential functions. Use of a graphing calculator may be an integral part of the course.",MATH 101 C- or higher or by placement,,Mathematics,Lower Level Undergraduate,Kurt Verderber,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_MATH125_OLA,,SUNY Cobleskill,Mathematics,MATH,125,OLA,Statistics,"A basic course in general statistics with applications in the fields of business and the natural, behavioral and social sciences. Elementary probability theory and descriptive statistics are introduced, but the emphasis is on inferential statistics including significance tests, confidence intervals, and linear regression and correlation.","MATH 111, MATH 112, MATH 131 or above",,Mathematics,Lower Level Undergraduate,Kurt Verderber,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_MATH125_OLB,,SUNY Cobleskill,Mathematics,MATH,125,OLB,Statistics,"A basic course in general statistics with applications in the fields of business and the natural, behavioral and social sciences. Elementary probability theory and descriptive statistics are introduced, but the emphasis is on inferential statistics including significance tests, confidence intervals, and linear regression and correlation.","MATH 111, MATH 112, MATH 131 or above",,Mathematics,Lower Level Undergraduate,Kurt Verderber,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_MATH225_OLN,,SUNY Cobleskill,Sustainability,MATH,225,OLN,Statistics,"A review of basic statistical concepts, probability concepts, discrete and continuous distributions, sampling techniques and sampling distributions, point estimation, interval estimation, testing statistical hypotheses, analysis of variance, basic design of experiments, simple and multiple regression, analysis of covariance, nonparametric techniques, analysis for categorical data.",MATH 125 with a grade of C,,,Lower Level Undergraduate,Kurt Verderber,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COB_SUST101_OLB,,SUNY Cobleskill,Humanities,SUST,101,OLB,Introduction to Sustainability,"This introductory course examines the multifaceted concept of sustainability in the world. During the semester, students will analyze approximately two dozen topics related to sustainability. Topics may include animal rights, pollution, clean water, environmental justice, global warming, agriculture, energy, land use, population, consumption, and transportation. The instructor will present a broad spectrum of historical and theoretical perspective to help students better understand our changing natural world. Students will review and analyze historic, classic, and contemporary studies about the environment. Concepts of a sustainable society will concentrate on theories, problems, and solution. The course will include a significant amount of reading as well as the application of a written research project.",,,Social Sciences,Lower Level Undergraduate,Maureen Drinkard,3,8/24/20,12/11/20,https://cobleskill.ecampus.com/,https://www.cobleskill.edu/admissions/part-time.aspx,TRUE,Online,,
8,20FA_COL_CE101_2,,Columbia-Greene Community College,Communications,CE,101,2,College Experience,Students will explore the role of higher education in their personal and professional development. Students will be introduced to various strategies and thought processes that will maximize their time in college.,,,,Lower Level Undergraduate,Blasl,1,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_CO102_1,,Columbia-Greene Community College,Communications,CO,102,1,Interpersonal Communication,"An introductory course that blends research and theory to help students build effective interpersonal communication skills.  The course explores such basic topics as self-concept and self-disclosure, listening, verbal and non-verbal messages, perception, emotions, and conflict management.  Other communications topics include sexual harassment, sex and gender roles, cultural differences, power and relationships, assertiveness training, and communication ethics.",,,,Lower Level Undergraduate,Greene,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_CO122_1,,Columbia-Greene Community College,Communications,CO,122,1,Social Media for Professional Use,"This online course will introduce students to various forms of social media, and teach them how to use these platforms appropriately and strategically for commercial and professional applications. Subject matter will focus on writing and visual content, but will also include usability, organization, credibility, and other skills necessary to connect with a prospective user.",,,,Lower Level Undergraduate,Greene,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_CO205_1,,Columbia-Greene Community College,Accounting,CO,205,1,Intercultural Communication,"This course introduces students to the theories, concepts, research findings and practical skills of communicating with people from diverse ethnic, racia,l cultural and national backgrounds. Activities and readings are designed to develop cultural self-awareness in students, and build upon this to increase sensitivity and communication competence in an international world. An in-depth research project focusing on a non-Western culture is required.",EN101,,,Lower Level Undergraduate,Greene,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_AC101_1,,Columbia-Greene Community College,Human Resource Management,AC,101,1,Financial Accounting,"Introduces general concepts and basic principles of financial accounting. Applications include the accounting cycle, internal control, reporting the results of operations and financial position. NOTE: Repeat of Principles of Accounting 1.",,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_BU104_1,,Columbia-Greene Community College,Business,BU,104,1,Human Resources Management,"A study of the sociological problems in organizations, including topics such as supervision, labor relations, motivation, delegation, communications, decision-making techniques, and a review of policies and legislation affecting labor/management relations.",,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_BU107_1,,Columbia-Greene Community College,Business,BU,107,1,Business Law I,"Studies the fundamentals of legal liability and growth of our legal institutions, the principles of law and contracts, personal property and bailments, and sales.",,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_BU129_1,,Columbia-Greene Community College,Freshman Seminar,BU,129,1,Medical Terminology,"An introduction to prefixes, roots, combining forms, and suffixes which are the component parts used to build medical terminology.  These terms are then defined.  Abbreviations, drug highlights, information on diagnostic tests and human anatomy are integrated throughout.  Restricted BU Elective for AAS/certificates only.",,,,Lower Level Undergraduate,Carlisle,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_CE101_1,,Columbia-Greene Community College,Computer Science,CE,101,1,College Experience,"Students will explore the role of higher education in their personal and professional development. Students will be introduced to various strategies and thought processes that will maximize their time in college. In order to acclimate students to the academic environment, reflective writing, student projects and activities, along with guest speakers will be incorporated into the learning environment to demystify the process of higher education.",,,,Lower Level Undergraduate,Blasl,1,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_CS116_1,,Columbia-Greene Community College,Education,CS,116,1,Contemporary Computer Concepts,"This is an introductory course which studies contemporary computer technology and how it is used in society.  Students will be provided with a hands-on experience using current technology for research, communications, education, and business.  Topics include computer hardware, operating system, networking, contemporary uses of the Internet, and social issues.",,,,Lower Level Undergraduate,Mossman,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_ED110_1,,Columbia-Greene Community College,English & Literature,ED,110,1,Education of Diverse Populations,This course is designed as an introduction to the education of children in America.  Specific emphasis is given to the exploration of the fields of early childhood and elementary education.  Topics to be examined include an overview of current issues in American schooling; the diverse constituencies that compose the learning environments in the early childhood and elementary school classroom; curriculum with a multicultural and inclusive perspective; the increasing collaboration between culturally diverse families and the school of education of children; and choosing a career in teaching.  Active participation in field activities is required.,,,,Lower Level Undergraduate,Bendel,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_EN101_2,,Columbia-Greene Community College,English & Literature,EN,101,2,Composition,"An introductory course emphasizing the process and patterns of writing college-level expository prose.  Included are reading assignments; extensive practice in writing clear, well-developed, grammatically correct essays; a research paper; and an oral presentation.",,,Basic Communication,Lower Level Undergraduate,Allard,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_EN102_1,,Columbia-Greene Community College,Nutrition,EN,102,1,Composition & Literature,This course continues the reading and writing of EN 101.  Readings range from short stories and poetry to plays and/or novels.  Writing includes both formal and informal criticism or analysis of the texts.,EN 101,,Humanities,Lower Level Undergraduate,Allard,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_HE104_1,,Columbia-Greene Community College,History,HE,104,1,Nutrition and Wellness,"This course introduces students to the basics of nutrition and nutritional trends and the role of supplementation and lifestyle in maintaining and promoting health as well as disease prevention. It explores the role of oxidative stress and antioxidants on health and disease, and introduces students to lifestyle changes to retard the aging process, enhance quality of life, and manage weight.",,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_HI102_1,,Columbia-Greene Community College,Psychology,HI,102,1,Western Civilizations: 1700 - Present,"A survey of Europe and the modern world from the 1700s to the present. Emphasis is placed on the historical evolution and chronology of primarily European political, religious, cultural, and institutional aspects during this period. Exploration of the major events and transformation of this period, and focus on the great questions and ideas that have arisen from these transformations and in turn shaped the politics, social organizations, artistic culture, technological innovations and economies of Western Civilization.",,,Western Civilization,Lower Level Undergraduate,Childrose,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_PY101_1,,Columbia-Greene Community College,Psychology,PY,101,1,General Psychology,"An overview of the field of psychology, including some of the basic concepts of the discipline and major aspects of human behavior, such as emotion, learning, conditioning, motivation, personality, and development.",,,Social Sciences,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_PY201_1,,Columbia-Greene Community College,Psychology,PY,201,1,Lifespan Development,"A survey of current theory on development from conception to death.  Topics include physical growth and maturation, cognitive and personality development, concerns of adolescence and young adulthood, and the special challenges of middle and late adulthood in our society.",PY 101,,,Lower Level Undergraduate,Childrose,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_PY203_1,,Columbia-Greene Community College,Psychology,PY,203,1,Social Psychology,"Will focus on how individuals influence and relate to one another. Attention will be given to dynamics of interpersonal relationships, their effect on group processes, and personal adjustment. Topics include conformity, obedience, aggression, altruism, attraction, and persuasion.",PY 101,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_PY205_1,,Columbia-Greene Community College,Astronomy,PY,205,1,Child and Adolescence Psychology,"An introduction to physical, cognitive, and socio-emotional development occurring from conception through adolescence. Topics include personality and identity, moral and social development, language development, changes in cognition, and intelligence.",PY 101,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_SC143_1,,Columbia-Greene Community College,Sociology,SC,143,1,Astronomy and Culture,"This online course will focus on the influence of the sky on both ancient and modern civilization. The first section of the course will introduce students to basic astronomy concepts including: solar system alignments (solstices, equinoxes, and eclipses), the phases of the Moon, constellations, and calendars. The second section of the course will focus on case studies of historic sites with cultural and astronomical significance including Stonehenge, Giza, Casa Grande, Battery Park Korean War Memorial and others.",,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_SO101_1,,Columbia-Greene Community College,Sociology,SO,101,1,Introduction to Sociology,"An introduction to and overview of the field of sociology.  Gives students a basic working knowledge of the major institutions present in American society and their relationship to power, conflict, and social change.",,,Social Sciences,Lower Level Undergraduate,Beaver-Timmons,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_SO102_1,,Columbia-Greene Community College,English & Literature,SO,102,1,Social Problems,"An examination of current social problems, emphasizing the use of the sociological perspective in analyzing them. Each semester the course will focus on a few specific social problems. Topics will be chosen from among the following problems areas: environment, war, peace, terrorism, violence and the government.",SO 101,,,Lower Level Undergraduate,,3,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COL_CP101_1,,Columbia-Greene Community College,Anthropology,CP,101 1,101 1,Job Search Preparation,"A comprehensive job search strategies course including skills assessment, targeted resume and cover letter development, networking, interviewing techniques, effective use of internet resources, and developing an effective job search plan.",,,,Lower Level Undergraduate,,1,9/8/20,12/21/20,http://www.cgccbookstore.com/home.aspx,http://www.sunycgcc.edu/registration/registering.cfm,TRUE,Online,,
8,20FA_COR_AAS112_1,,SUNY Cortland,Music,AAS,112,1,Beginning Blues Guitar,"Examines the role of blues guitar in African-American history and culture through listening, discussion and performance.",,,,Lower Level Undergraduate,Richard Harris,2,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AAS142_1,,SUNY Cortland,Education,AAS,142,1,"Rock, Jazz and Blues Ensemble","College-community mixed ensemble that performs a wide range of African-American music such as folk, blues, jazz, rock, funk and soul.",,,,Lower Level Undergraduate,Richard Harris,1,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED315_1,,SUNY Cortland,Education,AED,315,601,Foundations of Secondary Social Studies,"Introduces the teaching of secondary social studies within state and national frameworks, including: 1) expectations and concerns for educators, with attention to the contexts and impacts of public education; and 2) strategies specific to the social studies, to foster students’ content understanding, social studies skills, and preparation for civic life. Includes a community action project and 25 hours of pre-student teaching field work in area schools.",,AED 310,,Upper Level Undergraduate,Gigi Peterson,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED315_2,,SUNY Cortland,Education,AED,315,602,Foundations of Secondary Social Studies,"Introduces the teaching of secondary social studies within state and national frameworks, including: 1) expectations and concerns for educators, with attention to the contexts and impacts of public education; and 2) strategies specific to the social studies, to foster students’ content understanding, social studies skills, and preparation for civic life. Includes a community action project and 25 hours of pre-student teaching field work in area schools.",,AED 310,,Upper Level Undergraduate,Gigi Peterson,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED443_1,,SUNY Cortland,Education,AED,443,601,Methods II: Teaching the Sciences in the Middle and Secondary Schools,"Introduction to aspects of teaching laboratory-based science to a diverse population of students through the development of a course syllabus, a comprehensive plan for laboratory safety, and lesson/unit plans that incorporate technology and align with state and national learning standards and state science core curriculum guides. The course will conclude with a discussion of the importance of continued self-reflection and professional growth and development. Twenty-five hours of field experience in middle and secondary schools, with fifteen of the twenty-five hours devoted to working with students with disabilities.",AED 442,AED 444 and SPE 275,,Upper Level Undergraduate,Rena Janke,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED492_1,,SUNY Cortland,Education,AED,492,601,Methods II: Field Experiences in Adolescence Mathematics,"Advanced examination of instructional strategies for diverse learners, student engagement, curriculum planning, assessment techniques, uses of technology, and reflective practice for the teaching of mathematics in middle and secondary schools.  This course includes 50 hours of directed field experiences at the junior and senior high school level, with 15 hours of the 50 hours devoted to working with students with disabilities.",AED 392,SPE 275,,Upper Level Undergraduate,Mary Gfeller,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED541_1,,SUNY Cortland,Education,AED,541,1,Teaching Literature and Critical Literacy,"This course integrates the teaching of literature and critical literacy. Lesson planning, instructional strategies and teaching with English Language Arts standards are emphasized, as are theory and methods for helping students apply critical reading and writing skills to a range of genres and levels of interpretation. Includes 30 hours of field experience.",3.0 grade point average in the major,,,Graduate,Geoffrey Bender,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED600_1,,SUNY Cortland,Education,AED,600,601,Introduction to Adolescence Education,Secondary school programs and forces that have produced them. Criticisms and future of secondary schools. Selected topics in educational measurement and evaluation,,,,Graduate,Rena Janke,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED600_2,,SUNY Cortland,Education,AED,600,602,Introduction to Adolescence Education,Secondary school programs and forces that have produced them. Criticisms and future of secondary schools. Selected topics in educational measurement and evaluation,,,,Graduate,Rena Janke,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_AED643_1,,SUNY Cortland,Anthropology,AED,643,1,Methods II: Teaching the Sciences in the Middle and Secondary Schools,"Introduction to aspects of teaching laboratory-based science to a diverse population of students through development of a course syllabus, a comprehensive plan for laboratory safety, and lesson/unit plans that incorporate technology and align with state and national learning standards and state science core curriculum guides. Development of assessment tools that parallel Regents examinations will be emphasized. The course will conclude with a discussion of the importance of continued self-reflection and professional growth and development. Twenty-five hours of field experience in middle and secondary schools, with fifteen of the twenty-five hours devoted to working with students with disabilities.",AED 642,SPE 520,,Graduate,Rena Janke,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_ANT352_1,,SUNY Cortland,Language,ANT,352,1,U.S. Ethnic Identity and Conflict,"Social histories of major U.S. ethnic groups are contrasted in terms of both cultural identity and social structural differences. Anthropological and sociological data, theories and interpretations of internal U.S. cultural and power differences are presented to analyze and challenge the concepts of race and minority.",ANT 102 or SOC 100 or 150,,,Upper Level Undergraduate,John Sosa,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
8,20FA_COR_ASL102_1,,SUNY Cortland,Language,ASL,102,601,Beginning American Sign Language II,Continuation of work begun in ASL 101.,ASL 101,,Foreign Language,Lower Level Undergraduate,Kimberly Amidon,3,8/31/20,12/18/20,https://bookstore.cortlandasc.com,http://www2.cortland.edu/offices/srrs/students/visiting-students,TRUE,Online,,
